0	0
1	0.0075
2	0.0270375138783249
3	0.0572447396619236
4	0.0974702875627483
5	0.147284068168456
6	0.206367392409381
7	0.274468581250407
8	0.35138056702695
9	0.436928029194855
10	0.4375
11	0.48125
12	0.525
13	0.56875
14	0.6125
15	0.65625
16	0.7
17	0.74375
18	0.7875
19	0.83125
20	0.875
21	0.91875
22	0.9625
23	1.00625
24	1.05
25	1.09375
26	1.1375
27	1.18125
28	1.225
29	1.26875
30	1.3125
31	1.35625
32	1.4
33	1.44375
34	1.4875
35	1.53125
36	1.575
37	1.61875
38	1.6625
39	1.70625
40	1.75
41	1.79375
42	1.8375
43	1.88125
44	1.925
45	1.96875
46	2.0125
47	2.05625
48	2.1
49	2.14375
50	2.1875
51	2.23125
52	2.275
53	2.31875
54	2.3625
55	2.40625
56	2.45
57	2.49375
58	2.5375
59	2.58125
60	2.625
61	2.66875
62	2.7125
63	2.75625
64	2.8
65	2.84375
66	2.8875
67	2.93125
68	2.975
69	3.01875
70	3.0625
71	3.10625
72	3.15
73	3.19375
74	3.2375
75	3.28125
76	3.325
77	3.36875
78	3.4125
79	3.45625
80	3.5
81	3.54375
82	3.5875
83	3.63125
84	3.675
85	3.71875
86	3.7625
87	3.80625
88	3.85
89	3.89375
90	3.9375
91	3.98125
92	4.025
93	4.06875
94	4.1125
95	4.15625
96	4.2
97	4.24375
98	4.2875
99	4.33125
100	4.375
110	4.8125
120	5.25
130	5.6875
140	6.125
150	6.5625
160	7
170	7.4375
180	7.875
190	8.3125
200	8.75
210	9.1875
220	9.625
230	10.0625
240	10.5
250	10.9375
260	11.375
270	11.8125
280	12.25
290	12.6875
300	13.125
310	13.5625
320	14
330	14.4375
340	14.875
350	15.3125
360	15.75
370	16.1875
380	16.625
390	17.0625
400	17.5
410	17.9375
420	18.375
430	18.8125
440	19.25
450	19.6875
460	20.125
470	20.5625
480	21
490	21.4375
500	21.875
