0	0.10506
1	0.1063245123
2	0.1075858492
3	0.1088440107
4	0.1100989968
5	0.1113508075
6	0.1125994428
7	0.1138449027
8	0.1150871872
9	0.1163262963
10	0.11756223
11	0.1187949883
12	0.1200245712
13	0.1212509787
14	0.1224742108
15	0.1236942675
16	0.1249111488
17	0.1261248547
18	0.1273353852
19	0.1285427403
20	0.12974692
21	0.1309479243
22	0.1321457532
23	0.1333404067
24	0.1345318848
25	0.1357201875
26	0.1369053148
27	0.1380872667
28	0.1392660432
29	0.1404416443
30	0.14161407
31	0.1427833203
32	0.1439493952
33	0.1451122947
34	0.1462720188
35	0.1474285675
36	0.1485819408
37	0.1497321387
38	0.1508791612
39	0.1520230083
40	0.15316368
41	0.1543011763
42	0.1554354972
43	0.1565666427
44	0.1576946128
45	0.1588194075
46	0.1599410268
47	0.1610594707
48	0.1621747392
49	0.1632868323
50	0.16439575
51	0.1655014923
52	0.1666040592
53	0.1677034507
54	0.1687996668
55	0.1698927075
56	0.1709825728
57	0.1720692627
58	0.1731527772
59	0.1742331163
60	0.17531028
61	0.1763842683
62	0.1774550812
63	0.1785227187
64	0.1795871808
65	0.1806484675
66	0.1817065788
67	0.1827615147
68	0.1838132752
69	0.1848618603
70	0.18590727
71	0.1869495043
72	0.1879885632
73	0.1890244467
74	0.1900571548
75	0.1910866875
76	0.1921130448
77	0.1931362267
78	0.1941562332
79	0.1951730643
80	0.19618672
81	0.1971972003
82	0.1982045052
83	0.1992086347
84	0.2002095888
85	0.2012073675
86	0.2022019708
87	0.2031933987
88	0.2041816512
89	0.2051667283
90	0.20614863
91	0.2071273563
92	0.2081029072
93	0.2090752827
94	0.2100444828
95	0.2110105075
96	0.2119733568
97	0.2129330307
98	0.2138895292
99	0.2148428523
100	0.215793
110	0.22511983
120	0.23412912
130	0.24282087
140	0.25119508
150	0.25925175
160	0.26699088
170	0.27441247
180	0.28151652
190	0.28830303
200	0.294772
210	0.30092343
220	0.30675732
230	0.31227367
240	0.31747248
250	0.32235375
260	0.32691748
270	0.33116367
280	0.33509232
290	0.33870343
300	0.341997
310	0.34497303
320	0.34763152
330	0.34997247
340	0.35199588
350	0.35370175
360	0.35509008
370	0.35616087
380	0.35691412
390	0.35734983
400	0.357468
410	0.35726863
420	0.35675172
430	0.35591727
440	0.35476528
450	0.35329575
460	0.35150868
470	0.34940407
480	0.34698192
490	0.34424223
500	0.341185
